cuFFT, 1, 0,    0.011,    0.001,    0.006
cuFFT, 1, 1,    0.009,    0.002,    0.015
cuFFT, 1, 2,    0.009,    0.005,    0.030
cuFFT, 1, 3,    0.009,    0.009,    0.060
cuFFT, 1, 4,    0.009,    0.019,    0.120
cuFFT, 1, 5,    0.009,    0.037,    0.240
cuFFT, 1, 6,    0.009,    0.072,    0.461
cuFFT, 1, 7,    0.011,    0.113,    0.723
cuFFT, 1, 8,    0.009,    0.285,    1.825
cuFFT, 1, 9,    0.009,    0.574,    3.674
cuFFT, 1, 10,    0.009,    1.098,    7.028
cuFFT, 1, 11,    0.009,    2.244,   14.362
cuFFT, 1, 12,    0.010,    4.234,   27.099
cuFFT, 1, 13,    0.009,    8.815,   56.419
cuFFT, 1, 14,    0.012,   14.027,   89.775
cuFFT, 1, 15,    0.010,   32.894,  210.524
cuFFT, 1, 16,    0.011,   62.155,  397.791
cuFFT, 1, 17,    0.013,  103.096,  659.814
cuFFT, 1, 18,    0.016,  165.128, 1056.819
cuFFT, 1, 19,    0.028,  186.097, 1191.022
cuFFT, 1, 20,    0.059,  179.129, 1146.423
cuFFT, 1, 21,    0.109,  192.980, 1235.072
cuFFT, 1, 22,    0.206,  203.743, 1303.956
cuFFT, 1, 23,    0.403,  208.140, 1332.096
cuFFT, 1, 24,    0.801,  209.519, 1340.922
cuFFT, 1, 25,    1.589,  211.175, 1351.519
cuFFT, 1, 26,    3.174,  211.442, 1353.229
cuFFT, 1, 27,    6.342,  211.648, 1354.545
cuFFT, 2, 0,    0.011,    0.004,    0.012
cuFFT, 2, 1,    0.009,    0.009,    0.029
cuFFT, 2, 2,    0.010,    0.016,    0.050
cuFFT, 2, 3,    0.009,    0.037,    0.119
cuFFT, 2, 4,    0.009,    0.074,    0.237
cuFFT, 2, 5,    0.011,    0.122,    0.390
cuFFT, 2, 6,    0.011,    0.233,    0.744
cuFFT, 2, 7,    0.011,    0.465,    1.487
cuFFT, 2, 8,    0.011,    0.938,    3.003
cuFFT, 2, 9,    0.013,    1.636,    5.235
cuFFT, 2, 10,    0.011,    3.804,   12.172
cuFFT, 2, 11,    0.009,    8.767,   28.055
cuFFT, 2, 12,    0.009,   17.332,   55.464
cuFFT, 2, 13,    0.010,   33.885,  108.432
cuFFT, 2, 14,    0.010,   65.327,  209.046
cuFFT, 2, 15,    0.011,  115.674,  370.155
cuFFT, 2, 16,    0.013,  205.313,  657.002
cuFFT, 2, 17,    0.016,  328.074, 1049.836
cuFFT, 2, 18,    0.030,  353.522, 1131.272
cuFFT, 2, 19,    0.061,  342.815, 1097.009
cuFFT, 2, 20,    0.113,  372.469, 1191.902
cuFFT, 2, 21,    0.212,  395.015, 1264.049
cuFFT, 2, 22,    0.401,  418.884, 1340.429
cuFFT, 2, 23,    0.792,  423.823, 1356.233
cuFFT, 2, 24,    1.575,  426.021, 1363.267
cuFFT, 2, 25,    3.145,  426.715, 1365.489
cuFFT, 2, 26,    6.272,  427.970, 1369.504
cuFFT, 3, 0,    0.010,    0.012,    0.025
cuFFT, 3, 1,    0.009,    0.027,    0.058
cuFFT, 3, 2,    0.009,    0.054,    0.116
cuFFT, 3, 3,    0.009,    0.104,    0.222
cuFFT, 3, 4,    0.009,    0.214,    0.456
cuFFT, 3, 5,    0.009,    0.420,    0.896
cuFFT, 3, 6,    0.011,    0.709,    1.513
cuFFT, 3, 7,    0.010,    1.599,    3.412
cuFFT, 3, 8,    0.010,    3.218,    6.866
cuFFT, 3, 9,    0.010,    6.353,   13.554
cuFFT, 3, 10,    0.010,   12.665,   27.018
cuFFT, 3, 11,    0.010,   25.172,   53.700
cuFFT, 3, 12,    0.010,   47.925,  102.240
cuFFT, 3, 13,    0.012,   84.628,  180.540
cuFFT, 3, 14,    0.012,  158.187,  337.467
cuFFT, 3, 15,    0.015,  257.340,  548.993
cuFFT, 3, 16,    0.020,  384.842,  820.996
cuFFT, 3, 17,    0.038,  413.946,  883.086
cuFFT, 3, 18,    0.066,  476.302, 1016.111
cuFFT, 3, 19,    0.116,  540.518, 1153.105
cuFFT, 3, 20,    0.213,  591.169, 1261.160
cuFFT, 3, 21,    0.425,  592.434, 1263.859
cuFFT, 3, 22,    0.805,  625.587, 1334.586
cuFFT, 3, 23,    1.594,  631.400, 1346.986
cuFFT, 3, 24,    3.176,  633.933, 1352.391
cuFFT, 3, 25,    6.330,  636.090, 1356.993
cuFFT, 4, 0,    0.010,    0.032,    0.051
cuFFT, 4, 1,    0.009,    0.071,    0.114
cuFFT, 4, 2,    0.010,    0.123,    0.197
cuFFT, 4, 3,    0.009,    0.283,    0.453
cuFFT, 4, 4,    0.009,    0.565,    0.904
cuFFT, 4, 5,    0.009,    1.080,    1.727
cuFFT, 4, 6,    0.010,    2.067,    3.307
cuFFT, 4, 7,    0.010,    4.160,    6.656
cuFFT, 4, 8,    0.010,    8.306,   13.290
cuFFT, 4, 9,    0.010,   16.342,   26.147
cuFFT, 4, 10,    0.010,   32.789,   52.462
cuFFT, 4, 11,    0.010,   65.140,  104.224
cuFFT, 4, 12,    0.011,  122.159,  195.455
cuFFT, 4, 13,    0.012,  224.808,  359.693
cuFFT, 4, 14,    0.015,  357.417,  571.867
cuFFT, 4, 15,    0.018,  593.301,  949.281
cuFFT, 4, 16,    0.035,  605.693,  969.109
cuFFT, 4, 17,    0.062,  676.990, 1083.184
cuFFT, 4, 18,    0.111,  753.764, 1206.022
cuFFT, 4, 19,    0.210,  800.159, 1280.254
cuFFT, 4, 20,    0.407,  825.273, 1320.438
cuFFT, 4, 21,    0.798,  840.474, 1344.759
cuFFT, 4, 22,    1.585,  847.018, 1355.228
cuFFT, 4, 23,    3.157,  850.325, 1360.520
cuFFT, 4, 24,    6.290,  853.572, 1365.715
cuFFT, 5, 0,    0.011,    0.075,    0.096
cuFFT, 5, 1,    0.010,    0.167,    0.213
cuFFT, 5, 2,    0.010,    0.330,    0.422
cuFFT, 5, 3,    0.010,    0.659,    0.843
cuFFT, 5, 4,    0.010,    1.308,    1.674
cuFFT, 5, 5,    0.010,    2.491,    3.188
