turboFFT, 1, 0,    0.003,    0.004,    0.011
turboFFT, 1, 1,    0.003,    0.008,    0.024
turboFFT, 1, 2,    0.003,    0.015,    0.048
turboFFT, 1, 3,    0.003,    0.030,    0.097
turboFFT, 1, 4,    0.003,    0.060,    0.193
turboFFT, 1, 5,    0.003,    0.120,    0.383
turboFFT, 1, 6,    0.003,    0.241,    0.770
turboFFT, 1, 7,    0.010,    0.133,    0.424
turboFFT, 1, 8,    0.010,    0.269,    0.860
turboFFT, 1, 9,    0.010,    0.528,    1.689
turboFFT, 1, 10,    0.010,    1.045,    3.345
turboFFT, 1, 11,    0.010,    2.083,    6.667
turboFFT, 1, 12,    0.010,    4.169,   13.342
turboFFT, 1, 13,    0.010,    8.293,   26.537
turboFFT, 1, 14,    0.010,   16.337,   52.278
turboFFT, 1, 15,    0.010,   32.050,  102.560
turboFFT, 1, 16,    0.010,   62.515,  200.049
turboFFT, 1, 17,    0.011,  119.243,  381.578
turboFFT, 1, 18,    0.012,  216.376,  692.404
turboFFT, 1, 19,    0.015,  361.438, 1156.603
turboFFT, 1, 20,    0.031,  336.393, 1076.456
turboFFT, 1, 21,    0.060,  351.814, 1125.806
turboFFT, 1, 22,    0.108,  387.936, 1241.396
turboFFT, 1, 23,    0.206,  406.727, 1301.528
turboFFT, 1, 24,    0.402,  417.596, 1336.308
turboFFT, 1, 25,    0.790,  424.585, 1358.672
turboFFT, 1, 26,    1.569,  427.738, 1368.761
turboFFT, 1, 27,    3.124,  429.667, 1374.934
turboFFT, 2, 0,    0.003,    0.014,    0.023
turboFFT, 2, 1,    0.003,    0.029,    0.047
turboFFT, 2, 2,    0.003,    0.058,    0.093
turboFFT, 2, 3,    0.003,    0.115,    0.185
turboFFT, 2, 4,    0.003,    0.234,    0.375
turboFFT, 2, 5,    0.003,    0.469,    0.751
turboFFT, 2, 6,    0.010,    0.256,    0.409
turboFFT, 2, 7,    0.010,    0.523,    0.836
turboFFT, 2, 8,    0.010,    1.017,    1.627
turboFFT, 2, 9,    0.011,    1.898,    3.037
turboFFT, 2, 10,    0.010,    4.063,    6.502
turboFFT, 2, 11,    0.010,    8.161,   13.057
turboFFT, 2, 12,    0.010,   16.065,   25.704
turboFFT, 2, 13,    0.010,   31.673,   50.677
turboFFT, 2, 14,    0.011,   62.155,   99.448
turboFFT, 2, 15,    0.011,  122.123,  195.397
turboFFT, 2, 16,    0.012,  227.429,  363.887
turboFFT, 2, 17,    0.013,  397.188,  635.501
turboFFT, 2, 18,    0.017,  628.341, 1005.346
turboFFT, 2, 19,    0.031,  670.445, 1072.712
turboFFT, 2, 20,    0.060,  703.742, 1125.988
turboFFT, 2, 21,    0.109,  770.559, 1232.894
turboFFT, 2, 22,    0.207,  810.362, 1296.579
turboFFT, 2, 23,    0.402,  833.864, 1334.183
turboFFT, 2, 24,    0.795,  844.621, 1351.394
turboFFT, 2, 25,    1.576,  851.874, 1362.998
turboFFT, 2, 26,    3.137,  855.574, 1368.919
turboFFT, 3, 0,    0.003,    0.044,    0.047
turboFFT, 3, 1,    0.003,    0.091,    0.097
turboFFT, 3, 2,    0.003,    0.183,    0.195
turboFFT, 3, 3,    0.003,    0.367,    0.391
turboFFT, 3, 4,    0.003,    0.732,    0.780
turboFFT, 3, 5,    0.011,    0.355,    0.379
turboFFT, 3, 6,    0.010,    0.734,    0.783
turboFFT, 3, 7,    0.011,    1.413,    1.507
turboFFT, 3, 8,    0.011,    2.819,    3.006
turboFFT, 3, 9,    0.011,    5.586,    5.959
turboFFT, 3, 10,    0.011,   11.228,   11.977
turboFFT, 3, 11,    0.011,   22.423,   23.918
turboFFT, 3, 12,    0.011,   44.087,   47.026
turboFFT, 3, 13,    0.011,   87.571,   93.409
turboFFT, 3, 14,    0.012,  161.727,  172.509
turboFFT, 3, 15,    0.013,  292.224,  311.705
turboFFT, 3, 16,    0.016,  486.365,  518.789
turboFFT, 3, 17,    0.022,  711.214,  758.628
turboFFT, 3, 18,    0.036,  874.746,  933.063
turboFFT, 3, 19,    0.064,  975.674, 1040.719
turboFFT, 3, 20,    0.116, 1082.613, 1154.788
turboFFT, 3, 21,    0.220, 1142.489, 1218.655
turboFFT, 3, 22,    0.426, 1180.864, 1259.589
turboFFT, 3, 23,    0.840, 1198.756, 1278.673
turboFFT, 3, 24,    1.667, 1207.884, 1288.409
turboFFT, 3, 25,    3.320, 1212.641, 1293.484
turboFFT, 4, 0,    0.003,    0.120,    0.096
turboFFT, 4, 1,    0.003,    0.246,    0.197
turboFFT, 4, 2,    0.003,    0.488,    0.391
turboFFT, 4, 3,    0.003,    0.979,    0.783
turboFFT, 4, 4,    0.010,    0.506,    0.405
turboFFT, 4, 5,    0.010,    1.022,    0.818
turboFFT, 4, 6,    0.010,    1.988,    1.591
turboFFT, 4, 7,    0.010,    3.954,    3.163
turboFFT, 4, 8,    0.010,    7.921,    6.337
turboFFT, 4, 9,    0.010,   15.648,   12.518
turboFFT, 4, 10,    0.011,   31.144,   24.915
turboFFT, 4, 11,    0.011,   61.668,   49.335
turboFFT, 4, 12,    0.011,  122.050,   97.640
turboFFT, 4, 13,    0.011,  236.763,  189.410
turboFFT, 4, 14,    0.012,  436.093,  348.874
turboFFT, 4, 15,    0.014,  752.423,  601.938
turboFFT, 4, 16,    0.019, 1110.403,  888.323
turboFFT, 4, 17,    0.034, 1248.424,  998.739
turboFFT, 4, 18,    0.060, 1398.773, 1119.018
turboFFT, 4, 19,    0.110, 1528.091, 1222.473
turboFFT, 4, 20,    0.209, 1606.865, 1285.492
turboFFT, 4, 21,    0.406, 1651.041, 1320.833
turboFFT, 4, 22,    0.800, 1677.822, 1342.258
turboFFT, 4, 23,    1.588, 1690.614, 1352.491
turboFFT, 4, 24,    3.162, 1697.819, 1358.255
turboFFT, 5, 0,    0.003,    0.282,    0.181
turboFFT, 5, 1,    0.003,    0.583,    0.373
turboFFT, 5, 2,    0.003,    1.142,    0.731
turboFFT, 5, 3,    0.003,    2.326,    1.488
turboFFT, 5, 4,    0.011,    1.140,    0.729
turboFFT, 5, 5,    0.011,    2.271,    1.454
turboFFT, 5, 6,    0.012,    4.430,    2.835
turboFFT, 5, 7,    0.012,    8.395,    5.373
turboFFT, 5, 8,    0.012,   16.675,   10.672
turboFFT, 5, 9,    0.012,   33.782,   21.620
turboFFT, 5, 10,    0.012,   67.653,   43.298
turboFFT, 5, 11,    0.012,  135.414,   86.665
turboFFT, 5, 12,    0.012,  268.766,  172.010
