turboFFT, 1, 0,    0.005,    0.002,    0.006
turboFFT, 1, 1,    0.002,    0.009,    0.028
turboFFT, 1, 2,    0.002,    0.018,    0.057
turboFFT, 1, 3,    0.002,    0.034,    0.110
turboFFT, 1, 4,    0.002,    0.072,    0.232
turboFFT, 1, 5,    0.002,    0.148,    0.473
turboFFT, 1, 6,    0.002,    0.280,    0.895
turboFFT, 1, 7,    0.002,    0.550,    1.761
turboFFT, 1, 8,    0.002,    1.136,    3.636
turboFFT, 1, 9,    0.002,    2.363,    7.563
turboFFT, 1, 10,    0.036,    0.281,    0.899
turboFFT, 1, 11,    0.036,    0.569,    1.820
turboFFT, 1, 12,    0.035,    1.157,    3.702
turboFFT, 1, 13,    0.036,    2.290,    7.327
turboFFT, 1, 14,    0.036,    4.545,   14.545
turboFFT, 1, 15,    0.036,    9.198,   29.433
turboFFT, 1, 16,    0.036,   18.182,   58.182
turboFFT, 1, 17,    0.038,   34.656,  110.899
turboFFT, 1, 18,    0.055,   47.767,  152.854
turboFFT, 1, 19,    0.083,   63.371,  202.788
turboFFT, 1, 20,    0.154,   68.268,  218.458
turboFFT, 1, 21,    0.302,   69.336,  221.874
turboFFT, 1, 22,    0.571,   73.422,  234.950
turboFFT, 1, 23,    1.120,   74.929,  239.774
turboFFT, 1, 24,    2.236,   75.025,  240.081
turboFFT, 1, 25,    4.456,   75.295,  240.943
turboFFT, 2, 0,    0.002,    0.018,    0.029
turboFFT, 2, 1,    0.002,    0.039,    0.062
turboFFT, 2, 2,    0.002,    0.075,    0.121
turboFFT, 2, 3,    0.002,    0.149,    0.239
turboFFT, 2, 4,    0.002,    0.303,    0.486
turboFFT, 2, 5,    0.002,    0.604,    0.967
turboFFT, 2, 6,    0.002,    1.248,    1.997
turboFFT, 2, 7,    0.002,    2.282,    3.652
turboFFT, 2, 8,    0.002,    4.863,    7.781
turboFFT, 2, 9,    0.041,    0.502,    0.803
turboFFT, 2, 10,    0.041,    0.999,    1.599
turboFFT, 2, 11,    0.042,    1.929,    3.086
turboFFT, 2, 12,    0.041,    3.980,    6.368
turboFFT, 2, 13,    0.041,    8.001,   12.801
turboFFT, 2, 14,    0.041,   15.976,   25.562
turboFFT, 2, 15,    0.042,   31.527,   50.443
turboFFT, 2, 16,    0.043,   61.162,   97.859
turboFFT, 2, 17,    0.061,   86.263,  138.021
turboFFT, 2, 18,    0.088,  119.434,  191.095
turboFFT, 2, 19,    0.163,  128.762,  206.019
turboFFT, 2, 20,    0.321,  130.589,  208.942
turboFFT, 2, 21,    0.606,  138.520,  221.631
turboFFT, 2, 22,    1.179,  142.275,  227.640
turboFFT, 2, 23,    2.365,  141.875,  227.000
turboFFT, 2, 24,    4.684,  143.271,  229.234
turboFFT, 3, 0,    0.002,    0.055,    0.058
turboFFT, 3, 1,    0.002,    0.111,    0.118
turboFFT, 3, 2,    0.002,    0.225,    0.240
turboFFT, 3, 3,    0.002,    0.448,    0.478
turboFFT, 3, 4,    0.002,    0.954,    1.017
turboFFT, 3, 5,    0.002,    1.821,    1.942
turboFFT, 3, 6,    0.002,    3.642,    3.885
turboFFT, 3, 7,    0.002,    7.571,    8.076
turboFFT, 3, 8,    0.047,    0.651,    0.695
turboFFT, 3, 9,    0.047,    1.299,    1.385
turboFFT, 3, 10,    0.047,    2.596,    2.769
turboFFT, 3, 11,    0.048,    5.085,    5.424
turboFFT, 3, 12,    0.047,   10.390,   11.082
turboFFT, 3, 13,    0.047,   20.820,   22.208
